,DATE,WEIGHT,PRED_WEIGHT,LBS_LOST_DAY,LB_DAY_AVG,PCT_NLBM_LOST,BFP_DAY_AVG,LBS_LOST_WEEK,AVG_PER_WEEK,DAY_OF_WEEK,DAY_NO,HYDRATION_LEVEL,SALT_INTAKE,CALORIE_INTAKE,MEAL_FREQUENCY,EAT_AFTER_8,EAT_AFTER_11,HRS_OF_SLEEP,WAKING_HUNGER,BMI,NON_LEAN_MASS,BMR (C5),PORTION_SIZE
129,2020-05-09,243.2,242.15877763027856,0.6,0.499224806,0.748055425,0.48892624,6.0,3.37398374,Sat,7,4.0,2.0,0.0,4.0,1.0,1.0,7.0,1.0,32.98024691,80.20796049,2046,0.0
130,2020-05-10,242.6,241.68037729921343,0.0,0.5,0.0,0.485193979,3.4,3.374193548,Sun,1,4.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,32.89888117,79.81268573,2043,0.25
131,2020-05-11,242.6,241.2019769681483,2.0,0.496183206,2.505867309,0.50050211,2.8,3.3696,Mon,2,4.0,3.0,1.0,4.0,1.0,1.0,7.0,1.0,32.89888117,79.81268573,2043,0.25
132,2020-05-12,240.6,240.72357663708317,1.2,0.507575758,1.528620459,0.508232323,4.8,3.380952381,Tue,3,4.0,3.0,1.0,4.0,1.0,0.0,7.0,2.0,32.62766204,78.50215486,2034,0.25
133,2020-05-13,239.4,240.24517630601804,-0.4,0.512781955,-0.514661127,0.50059879,6.4,3.404724409,Wed,4,4.0,3.0,1.0,4.0,1.0,1.0,6.0,1.0,32.46493056,77.72104375,2029,0.25
134,2020-05-14,239.8,239.7667759749529,0.4,0.505970149,0.512945592,0.500690248,5.8,3.4234375,Thu,5,2.0,4.0,3.0,5.0,1.0,1.0,4.0,1.0,32.51917438,77.98098017,2031,0.6
135,2020-05-15,239.4,239.28837564388778,-1.0,0.505185185,-1.2866528190000002,0.487548019,5.0,3.435658915,Fri,6,3.0,4.0,5.0,5.0,1.0,1.0,9.0,0.0,32.46493056,77.72104375,2029,1.0
136,2020-05-16,240.4,238.80997531282264,1.0,0.49411764700000005,1.2759708159999998,0.49330293,2.8,3.430769231,Sat,7,2.0,4.0,2.0,4.0,1.0,1.0,6.0,1.0,32.60054012,78.37169846,2033,0.5
137,2020-05-17,239.4,238.3315749817575,0.8,0.497810219,1.029322255,0.497187128,3.2,3.429007634,Sun,1,4.0,3.0,2.0,4.0,1.0,0.0,5.0,1.0,32.46493056,77.72104375,2029,0.5
138,2020-05-18,238.6,237.85317465069238,0.0,0.5,0.0,0.49361024200000003,4.0,3.433333333,Mon,2,4.0,4.0,1.0,4.0,1.0,0.0,7.0,1.0,32.3564429,77.20247276,2025,0.25
139,2020-05-19,238.6,237.37477431962725,2.0,0.496402878,2.590590597,0.508588673,2.0,3.422556391,Tue,3,4.0,2.0,0.0,4.0,1.0,1.0,4.0,2.0,32.3564429,77.20247276,2025,0.0
140,2020-05-20,236.6,236.89637398856212,1.2,0.5071428570000001,1.581,0.508588673,2.8,3.417910448,Wed,4,5.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,32.08522377,75.91363943,2016,0.2
